文件名,坐标,船数量
38272,0.873046875 0.857421875 0.15234375 0.27734375,1
38273,0.369140625 0.857421875 0.15234375 0.27734375,1
38275,0.525390625 0.927734375 0.12109375 0.13671875,1
38278,0.03125 0.443359375 0.0625 0.12109375,1
38279,0.73046875 0.560546875 0.15625 0.23828125,1
38281,0.91015625 0.638671875 0.15625 0.19140625,1
38283,0.708984375 0.94140625 0.13671875 0.109375,1
38284,0.20703125 0.939453125 0.1328125 0.11328125,1
38285,0.728515625 0.0859375 0.15234375 0.171875,1
38286,0.232421875 0.083984375 0.15234375 0.16796875,1
38290,0.216796875 0.458984375 0.12890625 0.16796875,1
38294,0.419921875 0.4296875 0.22265625 0.1796875,1
38295,0.9140625 0.87109375 0.109375 0.25,1
38296,0.4140625 0.869140625 0.109375 0.25390625,1
38297,0.8671875 0.6796875 0.171875 0.25,1
38300,0.4140625 0.404296875 0.1171875 0.30859375,1
38301,0.865234375 0.171875 0.16796875 0.25,1
38303,0.70703125 0.654296875 0.1640625 0.19921875,1
38304,0.20703125 0.65625 0.1640625 0.1953125,1
38305,0.205078125 0.9453125 0.16015625 0.1015625,1
38309,0.203125 0.453125 0.140625 0.1015625,1
38314,0.47265625 0.21484375 0.15625 0.203125,1
38319,0.49609375 0.142578125 0.1328125 0.17578125,1
38320,0.03125 0.171875 0.0625 0.125,1
38321,0.638671875 0.63671875 0.14453125 0.15625,1
38322,0.13671875 0.6328125 0.1484375 0.15625,1
38323,0.830078125 0.296875 0.15234375 0.15625,1
38324,0.33203125 0.29296875 0.15625 0.1640625,1
38325,0.56640625 0.62890625 0.1328125 0.2109375,1
38328,0.130859375 0.1328125 0.13671875 0.1484375,1
38329,0.572265625 0.123046875 0.13671875 0.20703125,1
38330,0.06640625 0.125 0.1328125 0.2109375,1
38332,0.423828125 0.56640625 0.16015625 0.1640625,1
38334,0.419921875 0.083984375 0.16796875 0.12890625,1
38335,0.849609375 0.927734375 0.17578125 0.13671875,1
38336,0.345703125 0.93359375 0.16796875 0.125,1
38338,0.078125 0.755859375 0.09375 0.27734375,1
38339,0.529296875 0.591796875 0.16796875 0.11328125,1
38342,0.34375 0.4453125 0.1640625 0.15625,1
38344,0.158203125 0.650390625 0.16015625 0.13671875,1
38345,0.580078125 0.255859375 0.09765625 0.26953125,1
38347,0.533203125 0.099609375 0.16015625 0.10546875,1
38348,0.0546875 0.1015625 0.109375 0.078125,1
38350,0.16015625 0.1796875 0.171875 0.0859375,1
38351,0.947265625 0.873046875 0.09765625 0.12890625,1
38356,0.34765625 0.833984375 0.1796875 0.20703125,1
38358,0.4453125 0.69921875 0.125 0.2578125,1
38363,0.810546875 0.69921875 0.11328125 0.3125,1
38364,0.3125 0.69921875 0.1171875 0.3125,1
38366,0.185546875 0.10546875 0.12109375 0.2109375,1
38370,0.0546875 0.904296875 0.078125 0.18359375,1
38371,0.9375 0.19921875 0.1171875 0.2265625,1
38372,0.443359375 0.208984375 0.12890625 0.24609375,1
38374,0.224609375 0.314453125 0.13671875 0.48828125,1
38375,0.810546875 0.193359375 0.12109375 0.32421875,1
38377,0.693359375 0.77734375 0.10546875 0.2421875,1
38380,0.1015625 0.48046875 0.171875 0.328125,1
38381,0.830078125 0.58203125 0.17578125 0.140625,1
38383,0.69921875 0.271484375 0.1015625 0.24609375,1
38384,0.19921875 0.271484375 0.109375 0.23828125,1
38385,0.40234375 0.9140625 0.0703125 0.1640625,1
38386,0.62109375 0.056640625 0.1328125 0.11328125,1
38387,0.123046875 0.052734375 0.12890625 0.10546875,1
38388,0.818359375 0.08203125 0.14453125 0.1171875,1
38390,0.880859375 0.765625 0.08984375 0.1484375,1
38391,0.384765625 0.767578125 0.08984375 0.14453125,1
38392,0.61328125 0.896484375 0.125 0.19921875,1
38393,0.115234375 0.896484375 0.12890625 0.19921875,1
38398,0.654296875 0.8515625 0.10546875 0.2890625,1
38399,0.1484375 0.853515625 0.109375 0.28515625,1
38400,0.619140625 0.435546875 0.12109375 0.27734375,1
38405,0.4609375 0.0546875 0.1171875 0.109375,1
38407,0.15625 0.373046875 0.109375 0.33984375,1
38408,0.732421875 0.296875 0.12890625 0.265625,1
38409,0.244140625 0.298828125 0.12109375 0.27734375,1
38412,0.91015625 0.873046875 0.1640625 0.24609375,1
38414,0.849609375 0.533203125 0.11328125 0.20703125,1
38415,0.3515625 0.529296875 0.1171875 0.19921875,1
38418,0.916015625 0.41796875 0.16015625 0.3046875,1
38419,0.453125 0.419921875 0.234375 0.30078125,1
38420,0.853515625 0.0625 0.11328125 0.125,1
38424,0.7890625 0.943359375 0.1171875 0.10546875,1
38425,0.30078125 0.9453125 0.1171875 0.1015625,1
38427,0.341796875 0.916015625 0.05859375 0.16015625,1
38429,0.380859375 0.865234375 0.08984375 0.26171875,1
38430,0.75390625 0.513671875 0.09375 0.23828125,1
38431,0.26171875 0.51953125 0.09375 0.25,1
38435,0.306640625 0.48046875 0.13671875 0.1640625,1
38436,0.84765625 0.53515625 0.0546875 0.3984375,1
38438,0.626953125 0.669921875 0.10546875 0.30859375,1
38439,0.12890625 0.66796875 0.109375 0.3203125;0.884765625 0.404296875 0.10546875 0.33203125,2
38443,0.5546875 0.619140625 0.109375 0.26171875,1
38444,0.0546875 0.615234375 0.109375 0.25390625,1
38445,0.84765625 0.06640625 0.046875 0.1328125,1
38448,0.126953125 0.1875 0.10546875 0.265625;0.7734375 0.822265625 0.1015625 0.30859375,2
38450,0.552734375 0.119140625 0.09765625 0.23828125,1
38451,0.052734375 0.119140625 0.10546875 0.23828125,1
38452,0.728515625 0.81640625 0.09765625 0.21875,1
38453,0.228515625 0.814453125 0.10546875 0.20703125;0.7734375 0.326171875 0.0859375 0.30078125,2
38455,0.513671875 0.724609375 0.08984375 0.31640625,1
38456,0.029296875 0.744140625 0.05859375 0.29296875,1
38457,0.7265625 0.318359375 0.1015625 0.22265625;0.958984375 0.876953125 0.07421875 0.23828125,2
38460,0.173828125 0.814453125 0.12109375 0.23046875,1
38461,0.517578125 0.23046875 0.08984375 0.3203125;0.9453125 0.8828125 0.0625 0.21875,2
38462,0.0234375 0.240234375 0.046875 0.22265625;0.443359375 0.890625 0.05078125 0.2109375,2
38464,0.666015625 0.314453125 0.10546875 0.23046875,1
38465,0.16796875 0.31640625 0.1015625 0.21875;0.81640625 0.865234375 0.109375 0.26171875,2
38467,0.443359375 0.478515625 0.05078125 0.37890625,1
38471,0.822265625 0.375 0.12890625 0.265625;0.025390625 0.7109375 0.05078125 0.1640625,2
38477,0.97265625 0.34375 0.046875 0.2265625,1
38480,0.884765625 0.873046875 0.15234375 0.15234375,1
38484,0.6484375 0.931640625 0.0859375 0.12890625,1
38485,0.146484375 0.93359375 0.08203125 0.125,1
38486,0.625 0.529296875 0.1484375 0.31640625,1
38487,0.123046875 0.52734375 0.14453125 0.328125,1
38488,0.591796875 0.693359375 0.08984375 0.20703125,1
38489,0.095703125 0.689453125 0.08984375 0.21484375,1
38490,0.611328125 0.091796875 0.12890625 0.18359375,1
38491,0.109375 0.09375 0.1171875 0.1875,1
38492,0.59375 0.19140625 0.0859375 0.2109375,1
38494,0.98046875 0.541015625 0.03125 0.21484375,1
38495,0.494140625 0.548828125 0.05859375 0.23046875,1
38496,0.4921875 0.078125 0.0546875 0.15625,1
38498,0.376953125 0.5625 0.19921875 0.1953125,1
38499,0.623046875 0.533203125 0.12109375 0.19140625,1
38500,0.12109375 0.5390625 0.125 0.1953125,1
38501,0.87890625 0.080078125 0.1875 0.16015625,1
38502,0.375 0.076171875 0.1875 0.15234375,1
38504,0.05078125 0.73046875 0.09375 0.21875,1
38505,0.619140625 0.064453125 0.12109375 0.12890625,1
38507,0.552734375 0.22265625 0.10546875 0.2109375,1
38510,0.166015625 0.505859375 0.15234375 0.11328125,1
38512,0.28515625 0.720703125 0.15625 0.08984375,1
38514,0.28515625 0.2265625 0.15625 0.078125,1
38516,0.322265625 0.677734375 0.16796875 0.13671875,1
38517,0.580078125 0.736328125 0.16015625 0.07421875,1
38518,0.080078125 0.73828125 0.16015625 0.0703125,1
38521,0.8125 0.185546875 0.15625 0.12109375,1
38522,0.3203125 0.19140625 0.1640625 0.125,1
38524,0.076171875 0.84765625 0.15234375 0.1953125,1
38525,0.578125 0.236328125 0.15625 0.06640625,1
38527,0.4921875 0.2578125 0.15625 0.125,1
38528,0.57421875 0.34765625 0.171875 0.1953125,1
38530,0.619140625 0.765625 0.16796875 0.125,1
38533,0.029296875 0.73828125 0.05859375 0.1796875,1
38534,0.615234375 0.267578125 0.16796875 0.12890625,1
38536,0.51171875 0.23828125 0.09375 0.1640625,1
38538,0.470703125 0.6171875 0.16796875 0.546875,1
38539,0.6953125 0.806640625 0.0703125 0.20703125,1
38540,0.197265625 0.806640625 0.07421875 0.21484375,1
38542,0.556640625 0.611328125 0.19921875 0.08984375,1
38546,0.69140625 0.30859375 0.0703125 0.1953125,1
38548,0.623046875 0.935546875 0.19140625 0.08203125,1
38550,0.552734375 0.109375 0.17578125 0.0703125,1
38551,0.07421875 0.103515625 0.1484375 0.05859375,1
38553,0.3671875 0.28125 0.15625 0.171875,1
38554,0.619140625 0.4296875 0.18359375 0.0703125,1
38557,0.34765625 0.6640625 0.171875 0.1171875,1
38559,0.48046875 0.712890625 0.1484375 0.08984375,1
38561,0.150390625 0.84765625 0.30078125 0.296875,1
38564,0.84765625 0.1640625 0.1796875 0.109375,1
38565,0.349609375 0.1640625 0.18359375 0.109375,1
38566,0.955078125 0.2109375 0.08203125 0.0859375,1
38568,0.650390625 0.384765625 0.30078125 0.34765625,1
38569,0.15234375 0.376953125 0.3046875 0.35546875,1
38572,0.546875 0.826171875 0.1875 0.09765625,1
38573,0.06640625 0.818359375 0.1328125 0.08984375,1
38575,0.06640625 0.3203125 0.1328125 0.078125,1
38576,0.876953125 0.69921875 0.19921875 0.1640625,1
38577,0.37890625 0.701171875 0.203125 0.16015625,1
38578,0.65234375 0.919921875 0.1875 0.08984375,1
38580,0.875 0.19921875 0.2109375 0.15625,1
38583,0.15234375 0.419921875 0.171875 0.08203125,1
38586,0.0625 0.453125 0.125 0.109375,1
38588,0.111328125 0.74609375 0.18359375 0.09375,1
38591,0.787109375 0.84375 0.20703125 0.109375,1
38592,0.28125 0.83984375 0.2109375 0.1015625,1
38593,0.685546875 0.953125 0.19921875 0.078125,1
38594,0.1875 0.95703125 0.1953125 0.078125,1
38595,0.78125 0.34765625 0.2109375 0.109375,1
38596,0.28515625 0.3515625 0.203125 0.1015625,1
38600,0.103515625 0.927734375 0.14453125 0.10546875,1
38603,0.556640625 0.533203125 0.20703125 0.19921875,1
38604,0.080078125 0.51171875 0.16015625 0.15625,1
38607,0.212890625 0.724609375 0.17578125 0.11328125,1
38609,0.4453125 0.1640625 0.078125 0.2265625,1
38614,0.55078125 0.744140625 0.125 0.35546875,1
38615,0.052734375 0.7421875 0.10546875 0.3515625,1
38616,0.962890625 0.859375 0.06640625 0.234375,1
38619,0.0546875 0.24609375 0.109375 0.359375,1
38621,0.482421875 0.33984375 0.12109375 0.2734375,1
38623,0.125 0.7734375 0.0546875 0.2109375,1
38625,0.271484375 0.498046875 0.14453125 0.12109375,1
38629,0.11328125 0.279296875 0.046875 0.19140625,1
38632,0.685546875 0.8515625 0.06640625 0.2734375,1
38634,0.6875 0.359375 0.0625 0.265625,1
38635,0.1875 0.357421875 0.0703125 0.26953125,1
38636,0.52734375 0.498046875 0.125 0.19921875,1
38641,0.04296875 0.041015625 0.0859375 0.08203125,1
38644,0.95703125 0.283203125 0.0703125 0.24609375,1
38646,0.814453125 0.02734375 0.13671875 0.0546875,1
38647,0.310546875 0.029296875 0.13671875 0.05859375,1
38648,0.6015625 0.619140625 0.1640625 0.11328125,1
38649,0.1015625 0.619140625 0.171875 0.12109375,1
38651,0.43359375 0.61328125 0.171875 0.125,1
38654,0.6015625 0.119140625 0.1796875 0.14453125,1
38655,0.099609375 0.119140625 0.16796875 0.12890625,1
38656,0.84375 0.544921875 0.1171875 0.18359375,1
38659,0.43359375 0.115234375 0.1640625 0.13671875,1
38661,0.333984375 0.2421875 0.14453125 0.25,1
38662,0.771484375 0.919921875 0.10546875 0.15234375,1
38665,0.34375 0.056640625 0.1015625 0.11328125,1
38667,0.05859375 0.94140625 0.1171875 0.09375,1
38668,0.876953125 0.6171875 0.04296875 0.28125,1
38670,0.38671875 0.8125 0.1953125 0.0703125,1
38672,0.9296875 0.783203125 0.1328125 0.22265625,1
38674,0.44921875 0.791015625 0.1640625 0.23828125,1
38675,0.884765625 0.8125 0.17578125 0.0859375,1
38676,0.384765625 0.310546875 0.18359375 0.07421875,1
38679,0.931640625 0.283203125 0.12890625 0.22265625,1
38680,0.451171875 0.2890625 0.16015625 0.2265625,1
38683,0.40625 0.96484375 0.1875 0.0625,1
38684,0.869140625 0.876953125 0.16015625 0.05078125,1
38688,0.68359375 0.9296875 0.0625 0.1328125,1
38689,0.1875 0.931640625 0.0546875 0.12890625,1
38691,0.365234375 0.376953125 0.16796875 0.04296875,1
38693,0.212890625 0.5 0.13671875 0.2734375,1
38695,0.744140625 0.662109375 0.16015625 0.12109375,1
38696,0.244140625 0.66796875 0.16796875 0.125,1
38697,0.736328125 0.060546875 0.09765625 0.12109375,1
38698,0.224609375 0.05859375 0.09765625 0.1171875;0.78125 0.90234375 0.125 0.1875,2
38699,0.29296875 0.490234375 0.15625 0.10546875,1
38701,0.2421875 0.162109375 0.1484375 0.12109375,1
38703,0.16015625 0.828125 0.296875 0.109375,1
38704,0.658203125 0.732421875 0.17578125 0.20703125,1
38705,0.16015625 0.73046875 0.1796875 0.2109375,1
38707,0.66015625 0.34375 0.296875 0.09375,1
38709,0.662109375 0.2265625 0.17578125 0.1953125,1
38711,0.701171875 0.541015625 0.15234375 0.19140625,1
38712,0.197265625 0.544921875 0.15234375 0.19140625,1
38714,0.6953125 0.0703125 0.1484375 0.140625,1
38715,0.193359375 0.064453125 0.14453125 0.12890625,1
38716,0.537109375 0.494140625 0.14453125 0.25390625,1
38717,0.056640625 0.515625 0.11328125 0.203125;0.7265625 0.927734375 0.0546875 0.13671875,2
38719,0.876953125 0.125 0.05078125 0.25,1
38723,0.232421875 0.48828125 0.06640625 0.2421875,1
38724,0.912109375 0.908203125 0.08203125 0.17578125,1
38725,0.408203125 0.90625 0.08984375 0.1796875,1
38726,0.896484375 0.451171875 0.11328125 0.26953125,1
38729,0.447265625 0.66796875 0.08203125 0.2265625,1
38730,0.62109375 0.83984375 0.234375 0.1796875,1
38731,0.123046875 0.833984375 0.24609375 0.18359375,1
38732,0.611328125 0.333984375 0.23046875 0.19140625,1
38733,0.12109375 0.337890625 0.234375 0.17578125,1
38735,0.232421875 0.134765625 0.04296875 0.20703125,1
38739,0.416015625 0.951171875 0.03515625 0.08984375,1
38744,0.919921875 0.056640625 0.03515625 0.11328125,1
38748,0.970703125 0.083984375 0.03515625 0.16796875,1
38749,0.470703125 0.0859375 0.04296875 0.171875,1
38756,0.376953125 0.552734375 0.07421875 0.33203125,1
38762,0.9296875 0.365234375 0.046875 0.20703125,1
38765,0.130859375 0.71875 0.05859375 0.2734375,1
38766,0.6328125 0.20703125 0.0546875 0.296875,1
38767,0.138671875 0.2109375 0.05859375 0.3203125,1
38768,0.591796875 0.857421875 0.05078125 0.23046875,1
38769,0.087890625 0.857421875 0.05078125 0.22265625,1
38771,0.01171875 0.853515625 0.0234375 0.27734375,1
38772,0.591796875 0.359375 0.05078125 0.21875,1
38773,0.09375 0.359375 0.046875 0.21875,1
38775,0.01171875 0.34765625 0.0234375 0.2265625,1
38777,0.19140625 0.654296875 0.078125 0.33203125,1
38782,0.6875 0.15625 0.078125 0.3125,1
38787,0.111328125 0.880859375 0.07421875 0.23046875,1
38788,0.884765625 0.431640625 0.06640625 0.25390625,1
38790,0.623046875 0.47265625 0.09765625 0.390625,1
38792,0.62109375 0.07421875 0.078125 0.1484375,1
38793,0.119140625 0.076171875 0.07421875 0.15234375,1
38797,0.44921875 0.095703125 0.1015625 0.19140625,1
38798,0.857421875 0.744140625 0.05078125 0.18359375,1
38799,0.35546875 0.7421875 0.046875 0.1796875,1
38801,0.029296875 0.943359375 0.05859375 0.10546875,1
38802,0.359375 0.236328125 0.046875 0.16796875,1
38803,0.541015625 0.54296875 0.11328125 0.3125,1
38806,0.19140625 0.720703125 0.109375 0.30078125,1
38807,0.275390625 0.763671875 0.07421875 0.33203125,1
38808,0.595703125 0.849609375 0.02734375 0.21484375,1
38809,0.09375 0.849609375 0.03125 0.20703125,1
38810,0.53125 0.08984375 0.09375 0.1796875,1
38816,0.779296875 0.763671875 0.06640625 0.33984375,1
38817,0.279296875 0.267578125 0.07421875 0.33984375,1
38819,0.091796875 0.33984375 0.03515625 0.203125,1
38828,0.349609375 0.6875 0.05859375 0.265625,1
38829,0.8515625 0.16015625 0.078125 0.25,1
38830,0.353515625 0.154296875 0.07421875 0.25390625,1
38831,0.783203125 0.0546875 0.12890625 0.109375,1
38832,0.279296875 0.052734375 0.12109375 0.10546875,1
38833,0.7421875 0.8984375 0.0625 0.1953125,1
38835,0.8515625 0.18359375 0.0546875 0.2578125,1
38836,0.349609375 0.18359375 0.05859375 0.2578125,1
38841,0.7421875 0.447265625 0.0625 0.27734375,1
38842,0.244140625 0.4453125 0.05859375 0.2890625,1
38849,0.5546875 0.220703125 0.078125 0.26953125,1
38850,0.056640625 0.22265625 0.08203125 0.25,1
38851,0.748046875 0.875 0.05859375 0.2421875,1
38856,0.35546875 0.685546875 0.0703125 0.26953125,1
38858,0.26953125 0.744140625 0.0546875 0.23828125,1
38861,0.8515625 0.1875 0.0625 0.2578125,1
38863,0.765625 0.244140625 0.046875 0.22265625,1
38864,0.265625 0.2421875 0.046875 0.234375,1
38865,0.103515625 0.841796875 0.05078125 0.24609375,1
38867,0.474609375 0.599609375 0.05859375 0.21484375,1
38869,0.099609375 0.345703125 0.05078125 0.24609375,1
38870,0.556640625 0.548828125 0.05859375 0.29296875,1
38875,0.595703125 0.345703125 0.05078125 0.22265625,1
38877,0.0546875 0.08984375 0.046875 0.1796875,1
38879,0.404296875 0.333984375 0.08203125 0.26953125,1
38880,0.373046875 0.728515625 0.06640625 0.33203125,1
38881,0.51171875 0.884765625 0.046875 0.22265625,1
38883,0.873046875 0.7265625 0.05859375 0.328125,1
38887,0.107421875 0.84375 0.06640625 0.3046875;0.873046875 0.23046875 0.06640625 0.3203125,2
38889,0.107421875 0.345703125 0.06640625 0.32421875,1
38890,0.9140625 0.8046875 0.078125 0.3203125,1
38891,0.408203125 0.8046875 0.08203125 0.328125,1
38896,0.732421875 0.638671875 0.05078125 0.22265625,1
38897,0.228515625 0.634765625 0.05078125 0.23046875,1
38898,0.958984375 0.650390625 0.07421875 0.07421875,1
38899,0.48828125 0.673828125 0.140625 0.11328125,1
38901,0.486328125 0.173828125 0.12890625 0.11328125,1
38902,0.51171875 0.8828125 0.078125 0.2265625,1
38904,0.02734375 0.48828125 0.0546875 0.25,1
38907,0.033203125 0.056640625 0.06640625 0.11328125,1
38908,0.935546875 0.255859375 0.12109375 0.16796875,1
38909,0.451171875 0.26171875 0.15234375 0.21875,1
38910,0.873046875 0.857421875 0.15234375 0.27734375,1
38915,0.517578125 0.439453125 0.10546875 0.15234375,1
38916,0.03125 0.443359375 0.0625 0.12109375,1
38918,0.23046875 0.55859375 0.15625 0.2421875,1
38919,0.91015625 0.638671875 0.15625 0.19140625,1
38922,0.20703125 0.939453125 0.1328125 0.11328125,1
38925,0.90625 0.126953125 0.1484375 0.19921875,1
38926,0.416015625 0.134765625 0.15234375 0.19921875,1
38927,0.71484375 0.4609375 0.1328125 0.140625,1
38929,0.90234375 0.91015625 0.1875 0.15625,1
38930,0.41796875 0.916015625 0.2265625 0.16015625,1
38931,0.900390625 0.423828125 0.19140625 0.16015625,1
38934,0.4140625 0.869140625 0.109375 0.25390625,1
38936,0.3671875 0.6796875 0.1796875 0.25,1
38937,0.91015625 0.40625 0.1015625 0.2890625,1
38939,0.865234375 0.171875 0.16796875 0.25,1
38941,0.70703125 0.654296875 0.1640625 0.19921875,1
38942,0.20703125 0.65625 0.1640625 0.1953125,1
38943,0.205078125 0.9453125 0.16015625 0.1015625,1
38948,0.947265625 0.63671875 0.09765625 0.28125,1
38949,0.478515625 0.658203125 0.16015625 0.32421875,1
38951,0.47265625 0.21484375 0.15625 0.203125,1
38952,0.5 0.63671875 0.15625 0.1875,1
38953,0.037109375 0.666015625 0.07421875 0.12890625,1
38954,0.83203125 0.76953125 0.15625 0.2109375,1
38956,0.49609375 0.142578125 0.1328125 0.17578125,1
38960,0.830078125 0.296875 0.15234375 0.15625,1
38962,0.56640625 0.62890625 0.1328125 0.2109375,1
38963,0.072265625 0.630859375 0.14453125 0.20703125,1
38965,0.130859375 0.1328125 0.13671875 0.1484375,1
38966,0.572265625 0.123046875 0.13671875 0.20703125,1
38971,0.419921875 0.083984375 0.16796875 0.12890625,1
38972,0.849609375 0.927734375 0.17578125 0.13671875,1
38975,0.078125 0.755859375 0.09375 0.27734375,1
38976,0.529296875 0.591796875 0.16796875 0.11328125,1
38977,0.0546875 0.607421875 0.109375 0.08984375,1
38978,0.841796875 0.447265625 0.16796875 0.16015625,1
38979,0.34375 0.4453125 0.1640625 0.15625,1
38981,0.158203125 0.650390625 0.16015625 0.13671875,1
38983,0.078125 0.255859375 0.09375 0.27734375,1
38986,0.66015625 0.18359375 0.1640625 0.078125,1
